mode,load,0_efficientnet_b7-4,1_squeezenet1_0-8,2_vgg13-4
mps-uncap,0.8,37.375450134277344,5.875349044799805,5.136013031005859
mps-uncap,0.9,38.02156448364258,6.225109100341797,5.101919174194336
mps-uncap,1.0,39.56174850463867,6.730794906616211,5.965471267700195
mps-uncap,0.5,32.96804428100586,5.453824996948242,4.98199462890625
mps-uncap,0.6,36.22007369995117,5.731344223022461,4.931449890136719
mps-uncap,0.7,38.51652145385742,5.886077880859375,5.17582893371582
mps-uncap,0.1,33.42270851135254,4.7321319580078125,4.682302474975586
mps-uncap,0.2,35.44020652770996,4.914999008178711,4.679441452026367
mps-uncap,0.3,36.68022155761719,5.211830139160156,4.906177520751953
mps-uncap,0.4,32.91487693786621,5.562067031860352,5.053997039794922
