mode,load,0_efficientnet_b7-4,1_squeezenet1_0-8,2_vgg13-4
mps-uncap,0.8,69.77162361145022,11.82141304016114,12.315702438354494
mps-uncap,0.9,125.38371086120605,21.647238731384284,23.720550537109375
mps-uncap,1.0,443.148946762085,132.58371353149414,96.4418888092041
mps-uncap,0.5,36.13436222076417,5.482053756713867,6.10177516937256
mps-uncap,0.6,39.80522155761719,6.706237792968751,7.089090347290042
mps-uncap,0.7,50.865602493286126,8.16190242767334,8.90345573425293
mps-uncap,0.1,32.40358829498291,3.2227039337158203,3.3326148986816406
mps-uncap,0.2,32.01546669006348,3.6749601364135756,3.8088798522949223
mps-uncap,0.3,31.790661811828617,4.272556304931641,4.307031631469727
mps-uncap,0.4,32.83040523529055,4.8301219940185565,5.136632919311525
