mode,load,0_efficientnet_b7-4,1_squeezenet1_0-8,2_vgg13-4
mps-uncap,0.8,86.09210709084898,1320.308426929173,729.0940670996222
mps-uncap,0.9,101.78867734593045,1497.5715107206977,816.6774091682223
mps-uncap,1.0,108.90690050866456,1696.9206337016933,922.2428992107019
mps-uncap,0.5,54.187110758463824,862.9255321086935,457.0997438976696
mps-uncap,0.6,67.50166626602923,987.8239085693752,552.3500994875327
mps-uncap,0.7,75.06459270423103,1166.4222585687603,648.2813886377631
mps-uncap,0.1,10.77118001622323,161.23587270183137,92.67964059062591
mps-uncap,0.2,22.875173772911417,340.6153922432724,188.80585645756415
mps-uncap,0.3,29.99624013344936,504.6746261495008,276.43885016014616
mps-uncap,0.4,43.67045916991581,664.6116471208202,365.9529618435935
