mode,load,0_mobilenet_v2-2,1_resnet18-2,2_vgg13-8
mps-uncap,0.8,3.978252410888672,1.9614696502685547,4.7969818115234375
mps-uncap,0.9,4.107952117919922,1.9330978393554688,4.929304122924805
mps-uncap,1.0,4.230737686157227,1.9631385803222656,4.978656768798828
mps-uncap,0.5,3.9806365966796875,1.951456069946289,4.7473907470703125
mps-uncap,0.6,4.020929336547852,1.9440650939941406,4.802703857421875
mps-uncap,0.7,3.943920135498047,1.9330978393554688,4.791975021362305
mps-uncap,0.1,4.453420639038086,2.026081085205078,4.874467849731445
mps-uncap,0.2,4.364490509033203,2.1407604217529297,4.837751388549805
mps-uncap,0.3,4.030466079711914,1.9977092742919922,4.849672317504883
mps-uncap,0.4,4.066944122314453,1.9330978393554688,4.81867790222168
