mode,load,0_mobilenet_v2-2,1_resnet18-2,2_vgg13-8
mps-uncap,0.8,3.133058547973633,3.8100481033325195,14.759302139282227
mps-uncap,0.9,13.697981834411621,4.507780075073242,281.2039852142334
mps-uncap,1.0,96.72105312347412,9.667038917541504,3708.101749420166
mps-uncap,0.5,0.025987625122070312,0.02384185791015625,0.7101297378540039
mps-uncap,0.6,0.02574920654296875,0.024080276489257812,2.732992172241211
mps-uncap,0.7,1.2568235397338867,0.9131431579589844,5.099058151245117
mps-uncap,0.1,0.0324249267578125,0.04029273986816406,0.03337860107421875
mps-uncap,0.2,0.030040740966796875,0.028014183044433594,0.027418136596679688
mps-uncap,0.3,0.029087066650390625,0.02765655517578125,0.027418136596679688
mps-uncap,0.4,0.027418136596679688,0.026226043701171875,0.027179718017578125
