mode,load,0_mobilenet_v2-2,1_resnet18-2,2_vgg13-8
mps-uncap,0.8,6.219387054443359,5.818438529968263,6.176424026489259
mps-uncap,0.9,7.153654098510743,5.3566932678222665,5.967378616333008
mps-uncap,1.0,7.175469398498535,5.382323265075684,6.013822555541993
mps-uncap,0.5,7.309579849243165,5.022764205932617,6.182098388671876
mps-uncap,0.6,6.225109100341797,5.440473556518555,6.17527961730957
mps-uncap,0.7,6.116008758544922,5.66411018371582,6.204795837402345
mps-uncap,0.1,10.070013999938965,5.2654266357421875,7.688164710998535
mps-uncap,0.2,9.727001190185547,5.553245544433594,6.240034103393555
mps-uncap,0.3,9.6757173538208,5.669784545898438,6.251335144042969
mps-uncap,0.4,8.680295944213867,5.133724212646484,6.131219863891602
