mode,load,0_efficientnet_b7-4,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,26.975154876708984,14.066219329833984,7.810115814208984,3.1714439392089844
