mode,load,0_efficientnet_b7-4,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,0.009298324584960938,0.0050067901611328125,0.0007152557373046875,0.0007152557373046875
