mode,load,0_efficientnet_b7-4,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,26.97467803955078,14.066219329833984,7.809877395629883,3.1709671020507812
