mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,342.67409046657826,617.9558274634696,184.96245461160711
mps-uncap,0.9,397.26672695841415,728.3061057269513,212.42337449664078
mps-uncap,1.0,436.3815512871558,803.961981822562,243.84953987965395
mps-uncap,0.5,221.486352286,419.4213993627708,124.04433864688593
mps-uncap,0.6,268.625655667692,473.53026813061484,140.16508684283318
mps-uncap,0.7,320.3935495731023,576.3324981113188,177.1267058561146
mps-uncap,0.1,47.42744729621248,80.65650959144438,23.590479694111274
mps-uncap,0.2,93.682122935287,167.53053853862264,49.327661959637865
mps-uncap,0.3,139.4828667761675,227.355176894866,71.47141065952064
mps-uncap,0.4,175.8811111103975,337.7701448329863,93.5903713459919
