mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,200.32858848571777,299.90649223327637,166.66007041931152
mps-uncap,0.9,526.0636806488037,516.1540508270264,699.4447708129883
mps-uncap,1.0,1703.1900882720947,619.1074848175049,859.0030670166016
mps-uncap,0.5,73.85921478271484,90.74187278747559,50.17542839050293
mps-uncap,0.6,80.78193664550781,102.38337516784668,54.489850997924805
mps-uncap,0.7,281.38017654418945,141.80517196655273,137.15243339538574
mps-uncap,0.1,22.547483444213867,25.1309871673584,28.868913650512695
mps-uncap,0.2,20.65300941467285,30.88998794555664,44.67201232910156
mps-uncap,0.3,35.25805473327637,41.63932800292969,26.95918083190918
mps-uncap,0.4,83.25815200805664,77.08573341369629,39.30306434631348
