mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,222.31030464172363,328.15027236938477,196.42901420593262
mps-uncap,0.9,562.9041194915771,539.905309677124,733.2460880279541
mps-uncap,1.0,1740.7801151275635,656.1713218688965,892.1537399291992
mps-uncap,0.5,106.64653778076172,115.77892303466797,82.81159400939941
mps-uncap,0.6,115.81683158874512,122.75481224060059,76.59220695495605
mps-uncap,0.7,301.73587799072266,181.5805435180664,167.9704189300537
mps-uncap,0.1,44.46601867675781,46.02789878845215,46.01740837097168
mps-uncap,0.2,54.78692054748535,51.16438865661621,61.80453300476074
mps-uncap,0.3,56.93840980529785,64.48483467102051,44.39282417297363
mps-uncap,0.4,106.77218437194824,97.47123718261719,55.831193923950195
