mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,166.1776828765869,231.30768775939916,100.0252938270569
mps-uncap,0.9,422.6582789421088,386.51881217956554,632.74167060852
mps-uncap,1.0,1586.583156585693,549.8467445373534,813.4568405151367
mps-uncap,0.5,52.02695369720458,50.660159587860164,32.15234279632565
mps-uncap,0.6,64.24973011016846,68.30931186675996,38.156931400299165
mps-uncap,0.7,152.75609254837048,110.88857173919678,74.26192760467515
mps-uncap,0.1,17.13682174682617,21.105403900146513,20.255417823791557
mps-uncap,0.2,18.010120391845703,18.258409500122095,32.57375717163087
mps-uncap,0.3,29.126541614532467,25.819525718688897,22.162220478057808
mps-uncap,0.4,42.87251472473142,51.55195236206089,27.125468254089352
