mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,74.55992698669435,81.86488151550293,38.455891609191916
mps-uncap,0.9,211.8978023529053,192.03877449035645,163.01097869873053
mps-uncap,1.0,1158.4074020385742,377.2122859954834,638.3681535720826
mps-uncap,0.5,25.468373298645044,27.645134925842285,15.203118324279785
mps-uncap,0.6,30.27615547180177,33.874058723449735,18.064570426940918
mps-uncap,0.7,59.66908931732176,55.56809902191163,29.175519943237305
mps-uncap,0.1,0.07066726684570312,0.07028579711914062,0.07658004760742188
mps-uncap,0.2,4.7066688537597665,0.07414817810058592,12.048721313476562
mps-uncap,0.3,10.082936286926284,8.239030838012697,10.271811485290531
mps-uncap,0.4,14.86692428588867,20.126342773437507,11.536264419555666
