mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,17.426252365112305,20.25914192199707,9.810447692871094
mps-uncap,0.9,17.398357391357422,20.258188247680664,9.765863418579102
mps-uncap,1.0,17.542362213134766,20.800113677978516,10.19287109375
mps-uncap,0.5,17.330408096313477,20.226478576660156,9.784460067749023
mps-uncap,0.6,17.333507537841797,20.215272903442383,9.826421737670898
mps-uncap,0.7,17.435312271118164,20.24698257446289,9.839773178100586
mps-uncap,0.1,17.348766326904297,20.242929458618164,10.076284408569336
mps-uncap,0.2,17.355918884277344,20.262718200683594,9.848594665527344
mps-uncap,0.3,17.348051071166992,20.250558853149414,9.916305541992188
mps-uncap,0.4,17.357826232910156,20.21956443786621,9.74416732788086
