mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,29.08015251159668,32.749176025390625,19.469857215881348
mps-uncap,0.9,34.536123275756836,36.03410720825195,28.17082405090332
mps-uncap,1.0,37.46986389160156,37.557363510131836,32.80353546142578
mps-uncap,0.5,20.78402042388916,24.187445640563965,17.670035362243652
mps-uncap,0.6,21.252155303955078,25.304198265075684,17.887234687805176
mps-uncap,0.7,28.583526611328125,31.636476516723633,18.93448829650879
mps-uncap,0.1,22.7968692779541,23.479223251342773,23.48494529724121
mps-uncap,0.2,20.20549774169922,21.87967300415039,20.943641662597656
mps-uncap,0.3,18.55635643005371,21.41427993774414,18.121004104614258
mps-uncap,0.4,18.111705780029297,22.138357162475586,17.798542976379395
