mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,38.66684436798096,41.33462905883789,26.82673931121826
mps-uncap,0.9,68.7403678894043,67.50035285949707,46.1580753326416
mps-uncap,1.0,812.4377727508545,200.14405250549316,273.80847930908203
mps-uncap,0.5,26.741862297058105,29.74987030029297,19.207119941711426
mps-uncap,0.6,30.31611442565918,32.871365547180176,19.383668899536133
mps-uncap,0.7,35.38060188293457,38.20455074310303,24.832487106323242
mps-uncap,0.1,22.89438247680664,23.624658584594727,23.606061935424805
mps-uncap,0.2,22.2017765045166,23.09417724609375,23.522138595581055
mps-uncap,0.3,20.86019515991211,23.21004867553711,19.194483757019043
mps-uncap,0.4,20.307540893554688,24.34229850769043,18.61858367919922
