mode,load,0_densenet161-16,1_densenet169-32,2_densenet169-8
mps-uncap,0.8,39.06583786010742,41.67819023132324,34.076690673828125
mps-uncap,0.9,40.319204330444336,39.71242904663086,36.1638069152832
mps-uncap,1.0,40.349721908569336,40.205955505371094,35.81833839416504
mps-uncap,0.5,37.674903869628906,39.14618492126465,33.005714416503906
mps-uncap,0.6,38.37251663208008,39.86096382141113,33.355712890625
mps-uncap,0.7,38.599491119384766,40.38286209106445,33.33091735839844
mps-uncap,0.1,35.94017028808594,36.26537322998047,33.354997634887695
mps-uncap,0.2,35.941362380981445,36.10348701477051,33.812522888183594
mps-uncap,0.3,35.89439392089844,38.99097442626953,32.36651420593262
mps-uncap,0.4,38.09976577758789,38.704872131347656,32.46712684631348
