mode,load,0_vgg16-8,1_vgg16-8
mig,0.1,0.011920928955078125,0.011205673217773438
mig,0.2,0.012159347534179688,0.011444091796875
mig,0.3,0.011920928955078125,0.01239776611328125
mig,0.4,0.010967254638671875,0.0095367431640625
mig,0.5,0.010251998901367188,0.010728836059570312
mig,0.6,0.01049041748046875,0.011205673217773438
mig,0.7,0.0095367431640625,0.01049041748046875
mig,0.8,0.01049041748046875,0.01049041748046875
mig,0.9,0.009059906005859375,0.01049041748046875
mig,1.0,0.010251998901367188,0.0095367431640625
