mode,load,0_densenet169-32,1_efficientnet_b6-2,2_efficientnet_b6-2,3_mobilenet_v2-32
mps-uncap,1.0,0.0007152557373046875,0.01049041748046875,0.008821487426757812,0.000476837158203125
