mode,load,0_mobilenet_v3_small-4,1_resnet50-4,2_vgg13-32
mps-uncap,0.8,10.821700096130371,17.554283142089844,15.921592712402344
mps-uncap,0.9,12.472271919250488,18.735170364379883,16.175150871276855
mps-uncap,1.0,14.945268630981445,20.058035850524902,16.41833782196045
mps-uncap,0.5,6.123542785644531,6.719827651977539,15.054464340209961
mps-uncap,0.6,6.088972091674805,6.930351257324219,15.269756317138672
mps-uncap,0.7,8.159399032592773,12.902021408081055,15.5181884765625
mps-uncap,0.1,6.117820739746094,6.68489933013916,14.571905136108398
mps-uncap,0.2,6.083369255065918,6.751060485839844,14.599204063415527
mps-uncap,0.3,6.297826766967773,6.997108459472656,14.664649963378906
mps-uncap,0.4,6.102323532104492,6.774187088012695,14.797687530517578
