mode,load,0_mobilenet_v3_small-4,1_resnet50-4,2_vgg13-32
mps-uncap,0.8,16.86098337173462,27.287468910217285,17.005138397216797
mps-uncap,0.9,16.720857620239258,30.32750129699707,16.906681060791016
mps-uncap,1.0,16.80185317993164,30.612714290618896,17.06887722015381
mps-uncap,0.5,16.11099243164063,26.245040893554688,16.365413665771484
mps-uncap,0.6,16.53651237487793,25.835022926330566,16.52295589447021
mps-uncap,0.7,16.666798591613773,26.311335563659664,16.671085357666012
mps-uncap,0.1,14.639973640441895,17.683718204498295,15.403423309326172
mps-uncap,0.2,15.334389209747314,22.69403934478761,15.581979751586912
mps-uncap,0.3,15.749933719635012,25.1854419708252,15.798044204711914
mps-uncap,0.4,16.14449977874756,23.787569999694824,16.031908988952637
