mode,load,0_mobilenet_v3_small-4,1_resnet50-4,2_vgg13-32
mps-uncap,0.8,36.62986755371095,65.07422924041748,87.35189437866211
mps-uncap,0.9,52.49454975128174,147.66297340393075,126.43139362335206
mps-uncap,1.0,100.63996315002441,1238.9878511428838,396.3892698287964
mps-uncap,0.5,16.171932220458984,24.260449409484863,35.51449775695801
mps-uncap,0.6,21.467065811157234,29.45351600646973,44.92640495300293
mps-uncap,0.7,28.985929489135746,37.906789779663086,66.1490678787232
mps-uncap,0.1,7.430553436279297,7.907843589782717,16.00661277770995
mps-uncap,0.2,12.029528617858888,13.489723205566406,22.84104824066162
mps-uncap,0.3,13.972425460815435,17.971038818359375,25.93064308166504
mps-uncap,0.4,14.870977401733404,19.83323097229004,28.91075611114502
