mode,load,0_mobilenet_v3_small-4,1_resnet50-4,2_vgg13-32
mps-uncap,0.8,2.3725032806396484,2.849102020263672,14.612436294555664
mps-uncap,0.9,2.363920211791992,2.858400344848633,14.563322067260742
mps-uncap,1.0,2.373933792114258,2.888202667236328,14.657258987426758
mps-uncap,0.5,2.3927688598632812,2.900838851928711,14.540672302246094
mps-uncap,0.6,2.376556396484375,2.828836441040039,14.54615592956543
mps-uncap,0.7,2.3660659790039062,2.818584442138672,14.557838439941406
mps-uncap,0.1,2.473115921020508,2.8488636016845703,14.475107192993164
mps-uncap,0.2,2.3941993713378906,2.857208251953125,14.49131965637207
mps-uncap,0.3,2.3810863494873047,2.8514862060546875,14.514684677124023
mps-uncap,0.4,2.4323463439941406,2.866983413696289,14.501333236694336
