mode,load,0_mobilenet_v3_small-4,1_resnet50-4,2_vgg13-32
mps-uncap,0.8,0.010728836059570312,0.010251998901367188,0.012159347534179688
mps-uncap,0.9,0.010728836059570312,0.010967254638671875,0.012159347534179688
mps-uncap,1.0,0.010967254638671875,0.010967254638671875,0.01239776611328125
mps-uncap,0.5,0.012159347534179688,0.011920928955078125,0.011920928955078125
mps-uncap,0.6,0.011444091796875,0.010728836059570312,0.011444091796875
mps-uncap,0.7,0.009775161743164062,0.010967254638671875,0.01049041748046875
mps-uncap,0.1,0.0133514404296875,0.010967254638671875,0.013828277587890625
mps-uncap,0.2,0.011205673217773438,0.011205673217773438,0.012874603271484375
mps-uncap,0.3,0.010967254638671875,0.012874603271484375,0.012159347534179688
mps-uncap,0.4,0.011205673217773438,0.011920928955078125,0.01049041748046875
