mode,load,0_mobilenet_v3_small-4,1_resnet50-4,2_vgg13-32
mps-uncap,0.8,18.345117568969727,29.260873794555664,19.077777862548828
mps-uncap,0.9,17.2426700592041,30.95102310180664,17.342567443847656
mps-uncap,1.0,17.217397689819336,31.155109405517578,18.94235610961914
mps-uncap,0.5,16.884803771972656,28.591156005859375,17.4102783203125
mps-uncap,0.6,17.057180404663086,27.420520782470703,16.953706741333008
mps-uncap,0.7,17.742156982421875,27.9085636138916,17.26818084716797
mps-uncap,0.1,15.43283462524414,20.51830291748047,15.67840576171875
mps-uncap,0.2,16.202926635742188,25.597810745239258,15.919923782348633
mps-uncap,0.3,16.394376754760742,27.847766876220703,16.290903091430664
mps-uncap,0.4,16.88981056213379,25.562763214111328,16.621828079223633
