mode,load,0_densenet121-2,1_inception_v3-32,2_mobilenet_v2-32,3_squeezenet1_0-4
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
