mode,load,0_efficientnet_b7-8,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,0.04935264587402344,0.0011920928955078125,0.015735626220703125,0.00667572021484375
