mode,load,0_efficientnet_b7-8,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,153.66527627179306,1065.3579042449403,2578.0266231986143,394.7191355984332
