mode,load,0_resnet152-32,1_alexnet-4,2_inception_v3-8
mps-uncap,0.6,37.97340393066406,1.6944408416748047,17.946243286132812
mig,0.6,74.77688789367676,2.6099681854248047,13.414502143859863
mps-uncap,0.7,39.89672660827637,1.9512176513671875,27.593612670898438
mig,0.7,95.42489051818848,3.1003952026367188,18.259525299072266
mps-uncap,0.8,42.70577430725098,3.5071372985839844,115.77367782592773
mig,0.8,149.73211288452148,3.827214241027832,21.5761661529541
mps-uncap,0.9,50.722360610961914,4.814386367797852,6770.195841789246
mig,0.9,199.49054718017578,6.982326507568359,35.0956916809082
mps-uncap,1.0,66.2076473236084,33.0735445022583,8484.076023101807
mig,1.0,723.0584621429443,16.94953441619873,878.6740303039551
mps-uncap,1.1,75.87981224060059,112.88094520568848,16136.004328727722
mig,1.1,3260.0427865982056,2489.0213012695312,4365.906357765198
mps-uncap,1.2,100.56686401367188,7174.137592315674,20274.798154830933
mig,1.2,5940.40846824646,5722.367286682129,6240.718483924866
mps-uncap,1.3,189.16010856628418,10573.831677436829,24536.628007888794
mig,1.3,10859.749794006348,8676.940202713013,10155.659317970276
