mode,load,0_resnet152-32,1_alexnet-4,2_inception_v3-8
mps-uncap,0.6,28.612375259399414,0.7607936859130859,8.590459823608398
mig,0.6,55.410146713256836,1.6255378723144531,9.738922119140625
mps-uncap,0.7,30.059337615966797,0.7507801055908203,8.64410400390625
mig,0.7,55.4509162902832,1.6307830810546875,9.715080261230469
mps-uncap,0.8,29.8309326171875,0.7517337799072266,8.648157119750977
mig,0.8,55.41658401489258,1.6379356384277344,9.737730026245117
mps-uncap,0.9,34.819602966308594,0.7646083831787109,9.03177261352539
mig,0.9,55.554866790771484,1.6450881958007812,9.787797927856445
mps-uncap,1.0,34.93356704711914,0.7836818695068359,9.561777114868164
mig,1.0,55.96208572387695,1.6696453094482422,9.827375411987305
mps-uncap,1.1,35.683393478393555,0.7841587066650391,15.71035385131836
mig,1.1,56.11467361450195,1.6896724700927734,9.893178939819336
mps-uncap,1.2,31.7690372467041,0.7715225219726562,15.431404113769531
mig,1.2,56.01859092712402,1.7156600952148438,9.900569915771484
mps-uncap,1.3,36.757707595825195,0.8447170257568359,19.706010818481445
mig,1.3,56.21623992919922,1.7075538635253906,9.911298751831055
