mode,load,0_resnet152-32,1_alexnet-4,2_inception_v3-8
mps-uncap,0.6,28.59354019165039,0.7472038269042969,8.557319641113281
mig,0.6,55.220842361450195,1.6117095947265625,9.646415710449219
mps-uncap,0.7,30.039548873901367,0.7243156433105469,8.564949035644531
mig,0.7,55.42588233947754,1.6093254089355469,9.696483612060547
mps-uncap,0.8,29.81257438659668,0.7302761077880859,8.58616828918457
mig,0.8,55.19914627075195,1.6162395477294922,9.69386100769043
mps-uncap,0.9,34.80100631713867,0.7500648498535156,8.582115173339844
mig,0.9,55.53555488586426,1.622915267944336,9.746313095092773
mps-uncap,1.0,33.04600715637207,0.7665157318115234,8.546590805053711
mig,1.0,55.79400062561035,1.6295909881591797,9.775161743164062
mps-uncap,1.1,28.23472023010254,0.7703304290771484,8.563995361328125
mig,1.1,55.89485168457031,1.6384124755859375,9.805917739868164
mps-uncap,1.2,31.751155853271484,0.7579326629638672,8.589744567871094
mig,1.2,55.884361267089844,1.6696453094482422,9.829521179199219
mps-uncap,1.3,34.201860427856445,0.7877349853515625,8.458852767944336
mig,1.3,55.63759803771973,1.6369819641113281,9.881019592285156
