mode,load,0_mobilenet_v2-32,1_alexnet-2,2_resnet101-8
mps-uncap,1.0,20.810842514038086,16.336441040039062,28.699636459350586
mig,1.0,19.12379264831543,9.272098541259766,26.06344223022461
