mode,load,0_mobilenet_v2-32,1_alexnet-2,2_resnet101-8
mps-uncap,1.0,9.410381317138672,1.6078948974609375,19.513607025146484
mig,1.0,12.007474899291992,1.4748573303222656,19.166946411132812
