mode,load,0_mobilenet_v2-32,1_alexnet-2,2_resnet101-8
mps-uncap,1.0,10.171794891357424,3.2091140747070312,20.424604415893555
mig,1.0,12.57162094116211,1.5625953674316406,19.454479217529297
