mode,load,0_mobilenet_v2-32,1_alexnet-2,2_resnet101-8
mps-uncap,1.0,10.884037017822266,4.13535118103027,21.649050712585446
mig,1.0,14.342260360717777,1.6941452026367174,20.27517557144165
