mode,load,0_mobilenet_v2-32,1_alexnet-2,2_resnet101-8
mps-uncap,1.0,8.14199447631836,0.7767677307128906,14.483213424682617
mig,1.0,11.324167251586914,1.386880874633789,18.882036209106445
