mode,load,0_mobilenet_v2-32,1_alexnet-2,2_resnet101-8
mps-uncap,1.0,10.883960723876953,4.135346412658687,21.649050712585446
mig,1.0,14.342021942138675,1.6939640045166016,20.2751636505127
