mode,load,0_mobilenet_v2-32,1_alexnet-2,2_resnet101-8
mps-uncap,1.0,0.000476837158203125,0.0054836273193359375,0.000476837158203125
mig,1.0,0.0021457672119140625,0.008106231689453125,0.000476837158203125
