mode,load,0_inception_v3-16,1_inception_v3-32,2_mobilenet_v3_large-2
mps-uncap,0.8,81.51422739028932,66.91109657287595,27.277886867523183
mps-uncap,0.9,140.28060436248768,148.19753646850583,38.534512519836426
mps-uncap,1.0,509.68903541564936,383.74422788620006,217.22259521484378
mps-uncap,0.5,20.177843570709246,32.51648187637331,12.977313995361326
mps-uncap,0.6,31.275925636291515,43.035526275634766,13.373980522155753
mps-uncap,0.7,43.90928268432625,54.444575309753404,17.190687656402584
mps-uncap,0.1,11.887130737304682,9.064836502075195,7.296595573425291
mps-uncap,0.2,13.12599182128906,13.46233367919921,11.8350887298584
mps-uncap,0.3,18.57246875762937,19.97926950454719,14.863965511322021
mps-uncap,0.4,20.276603698730476,27.9388427734375,14.553928375244132
