mode,load,0_inception_v3-16,1_inception_v3-32,2_mobilenet_v3_large-2
mps-uncap,0.8,6.734967231750488,8.854150772094727,2.7434825897216797
mps-uncap,0.9,21.96025848388672,18.21279525756836,5.509614944458008
mps-uncap,1.0,233.1826686859131,60.07707118988037,49.18479919433594
mps-uncap,0.5,0.047206878662109375,0.05078315734863281,0.03743171691894531
mps-uncap,0.6,0.05626678466796875,0.0591278076171875,0.2994537353515625
mps-uncap,0.7,2.37274169921875,4.326343536376953,1.2797117233276367
mps-uncap,0.1,0.06079673767089844,0.06008148193359375,0.05030632019042969
mps-uncap,0.2,0.055789947509765625,0.05817413330078125,0.04673004150390625
mps-uncap,0.3,0.053048133850097656,0.05733966827392578,0.046253204345703125
mps-uncap,0.4,0.05173683166503906,0.05221366882324219,0.04100799560546875
