mode,load,0_inception_v3-16,1_inception_v3-32,2_mobilenet_v3_large-2
mps-uncap,0.8,11.11304759979248,13.638973236083984,3.1610727310180664
mps-uncap,0.9,12.026548385620117,13.930559158325195,3.288745880126953
mps-uncap,1.0,12.807846069335938,14.147639274597168,3.560781478881836
mps-uncap,0.5,9.738326072692871,11.76917552947998,4.0988922119140625
mps-uncap,0.6,9.146571159362793,12.403488159179688,3.1309127807617188
mps-uncap,0.7,9.981036186218262,13.093948364257812,3.073573112487793
mps-uncap,0.1,12.372493743896484,12.194395065307617,6.858110427856445
mps-uncap,0.2,12.047290802001953,12.020230293273926,6.558656692504883
mps-uncap,0.3,11.66677474975586,11.987090110778809,6.024837493896484
mps-uncap,0.4,10.702848434448242,11.95979118347168,4.555940628051758
