mode,load,0_inception_v3-16,1_inception_v3-32,2_mobilenet_v3_large-2
mps-uncap,0.8,35.987401008605964,35.677337646484375,12.60530948638916
mps-uncap,0.9,84.08141136169434,74.38158988952638,21.679735183715824
mps-uncap,1.0,414.5148992538453,232.7115535736084,129.8515796661377
mps-uncap,0.5,9.85887050628665,14.324235916137692,5.854129791259766
mps-uncap,0.6,14.737677574157713,19.562435150146484,6.105756759643555
mps-uncap,0.7,19.575023651123065,25.718784332275394,7.8748226165771555
mps-uncap,0.1,0.0762939453125,0.07219314575195314,2.613830566406249
mps-uncap,0.2,5.783557891845703,4.865169525146483,5.275201797485357
mps-uncap,0.3,8.52048397064209,9.19914245605469,6.396293640136719
mps-uncap,0.4,9.273314476013182,10.091066360473633,6.292104721069336
