mode,load,0_densenet201-16,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,51.489882469177246,10.101485252380373,8.114445209503174
mps-uncap,0.9,54.73532676696777,9.683406352996826,8.161735534667969
mps-uncap,1.0,53.344340324401855,10.841009616851812,8.455162048339846
mps-uncap,0.5,48.90042066574095,8.679373264312744,7.8640103340148935
mps-uncap,0.6,51.399078369140625,8.962202072143565,7.9261064529418945
mps-uncap,0.7,53.137350082397454,9.00393009185791,8.05225133895874
mps-uncap,0.1,31.412301063537594,7.573938369750976,6.671221256256103
mps-uncap,0.2,32.41205215454102,8.62928628921509,7.38910436630249
mps-uncap,0.3,35.91545343399049,7.91956901550293,7.778799533843994
mps-uncap,0.4,41.48694515228272,8.522148132324217,7.8009963035583505
