mode,load,0_densenet201-16,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,161.08393669128418,51.20587348937988,64.20254707336426
mps-uncap,0.9,268.9979076385498,92.68856048583984,103.71661186218262
mps-uncap,1.0,1142.7743434906006,1263.047218322754,411.35120391845703
mps-uncap,0.5,48.98977279663086,24.102210998535156,36.32307052612305
mps-uncap,0.6,99.1063117980957,28.837203979492188,50.789833068847656
mps-uncap,0.7,173.16937446594238,31.978607177734375,75.24418830871582
mps-uncap,0.1,27.747154235839844,14.772653579711914,5.1555633544921875
mps-uncap,0.2,47.357797622680664,18.24045181274414,10.267257690429688
mps-uncap,0.3,42.31905937194824,20.895957946777344,14.234542846679688
mps-uncap,0.4,35.41231155395508,21.091222763061523,17.09580421447754
