mode,load,0_densenet201-16,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,0.014781951904296875,0.010251998901367188,0.009298324584960938
mps-uncap,0.9,0.014066696166992188,0.00858306884765625,0.0095367431640625
mps-uncap,1.0,0.015020370483398438,0.01049041748046875,0.01049041748046875
mps-uncap,0.5,0.013828277587890625,0.010728836059570312,0.010013580322265625
mps-uncap,0.6,0.014543533325195312,0.010251998901367188,0.010013580322265625
mps-uncap,0.7,0.0133514404296875,0.008821487426757812,0.009775161743164062
mps-uncap,0.1,0.020742416381835938,0.011444091796875,0.011205673217773438
mps-uncap,0.2,0.015497207641601562,0.009775161743164062,0.009059906005859375
mps-uncap,0.3,0.012874603271484375,0.008821487426757812,0.01049041748046875
mps-uncap,0.4,0.014543533325195312,0.011682510375976562,0.010967254638671875
