mode,load,0_densenet201-16,1_mobilenet_v3_small-4,2_vgg16-8
mps-uncap,0.8,33.52713584899902,4.792451858520508,5.855083465576172
mps-uncap,0.9,42.237043380737305,5.132198333740234,6.227254867553711
mps-uncap,1.0,50.80258846282959,6.724953651428223,6.580114364624023
mps-uncap,0.5,22.962570190429688,5.533695220947266,5.289912223815918
mps-uncap,0.6,25.177955627441406,5.342721939086914,5.325913429260254
mps-uncap,0.7,28.546571731567383,4.848718643188477,5.45656681060791
mps-uncap,0.1,28.8468599319458,6.14619255065918,5.286574363708496
mps-uncap,0.2,21.90685272216797,5.993843078613281,5.239963531494141
mps-uncap,0.3,22.09460735321045,5.937814712524414,5.254507064819336
mps-uncap,0.4,21.801471710205078,5.765199661254883,5.29634952545166
