mode,load,0_efficientnet_b5-32,1_alexnet-16,2_resnet34-16
mps-uncap,1.0,36.925315856933594,1.9283294677734375,8.826255798339844
mig,1.0,61.86103820800781,3.548860549926758,11.666059494018555
