mode,load,0_efficientnet_b5-32,1_alexnet-16,2_resnet34-16
mps-uncap,1.0,670.4276685991647,3819.5692165346136,986.6628834942879
mig,1.0,505.3157420587339,4027.389537618279,1301.601751489269
