mode,load,0_efficientnet_b5-32,1_alexnet-16,2_resnet34-16
mps-uncap,1.0,56.7011833190918,11.714696884155273,26.07893943786621
mig,1.0,71.31552696228027,13.657331466674805,20.786523818969727
