mode,load,0_efficientnet_b5-32,1_alexnet-16,2_resnet34-16
mps-uncap,1.0,36.925554275512695,1.9283294677734375,8.826494216918945
mig,1.0,61.86103820800781,3.5490989685058594,11.666059494018555
