mode,load,0_efficientnet_b5-32,1_alexnet-16,2_resnet34-16
mps-uncap,1.0,47.776222229003906,3.959536552429199,15.284180641174316
mig,1.0,63.207149505615234,3.8652420043945312,12.15052604675293
