mode,load,0_vgg19-4,1_mobilenet_v3_small-8,2_vgg13-4
mps-uncap,1.0,8.513212203979492,8.43048095703125,5.53131103515625
mig,1.0,8.385181427001953,4.216432571411133,10.03885269165039
