mode,load,0_vgg19-4,1_mobilenet_v3_small-8,2_vgg13-4
mps-uncap,1.0,15.700340270996094,21.842241287231445,17.83013343811035
mig,1.0,20.171165466308594,17.023324966430664,21.254777908325195
