mode,load,0_vgg19-4,1_mobilenet_v3_small-8,2_vgg13-4
mps-uncap,1.0,6.632328033447266,4.743337631225586,3.90625
mig,1.0,7.933616638183594,4.0874481201171875,9.675741195678711
