mode,load,0_vgg19-4,1_mobilenet_v3_small-8,2_vgg13-4
mps-uncap,1.0,6.632566452026367,4.743337631225586,3.9064884185791016
mig,1.0,7.933855056762695,4.0874481201171875,9.675979614257812
