mode,load,0_vgg19-4,1_mobilenet_v3_small-8,2_vgg13-4
mps-uncap,1.0,7.901668548583984,7.536530494689941,5.046367645263672
mig,1.0,8.198261260986328,4.131078720092773,9.819984436035156
