mode,load,0_vgg19-4,1_mobilenet_v3_small-8,2_vgg13-4
mps-uncap,1.0,8.929414749145508,8.964686393737791,5.834817886352539
mig,1.0,8.719496726989746,4.369335174560547,10.499536991119383
