mode,load,0_vgg19-4,1_mobilenet_v3_small-8,2_vgg13-4
mps-uncap,1.0,0.0026226043701171875,0.009059906005859375,0.003814697265625
mig,1.0,0.0019073486328125,0.00667572021484375,0.000476837158203125
