mode,load,0_vgg19-4,1_mobilenet_v3_small-8,2_vgg13-4
mps-uncap,1.0,8.92965316772461,8.964731693267822,5.834817886352539
mig,1.0,8.719589710235596,4.369497299194336,10.499572753906248
