mode,load,0_densenet201-16,1_densenet201-16
mig,0.1,0.06031990051269531,0.061631202697753906
mig,0.2,0.061631202697753906,0.061511993408203125
mig,0.3,0.06091594696044922,0.0629425048828125
mig,0.4,0.06008148193359375,0.06008148193359375
mig,0.5,0.06389617919921875,0.06437301635742188
mig,0.6,8.66079330444336,8.380293846130371
mig,0.7,16.00813865661621,15.352010726928711
mig,0.8,31.23617172241211,31.379222869873047
mig,0.9,69.60749626159668,92.97478199005127
mig,1.0,1070.4538822174072,278.1696319580078
