mode,load,0_densenet201-16,1_densenet201-16
mig,0.1,0.014543533325195312,0.014066696166992188
mig,0.2,0.013589859008789062,0.014543533325195312
mig,0.3,0.0133514404296875,0.013589859008789062
mig,0.4,0.012874603271484375,0.012874603271484375
mig,0.5,0.012636184692382812,0.014066696166992188
mig,0.6,0.0133514404296875,0.013828277587890625
mig,0.7,0.0133514404296875,0.013828277587890625
mig,0.8,0.013113021850585938,0.014066696166992188
mig,0.9,0.01430511474609375,0.01430511474609375
mig,1.0,0.013113021850585938,0.013589859008789062
