mode,load,0_resnet101-32,1_inception_v3-2,2_resnet34-8
mps-uncap,1.0,1226.8915105044744,135.7077054227672,831.8978750444714
mig,1.0,787.9528300682525,230.93869032302857,1170.6362367082227
