mode,load,0_resnet101-32,1_inception_v3-2,2_resnet34-8
mps-uncap,1.0,26.433134078979492,17.17987060546875,12.503170967102049
mig,1.0,40.9010648727417,8.782815933227539,6.9522857666015625
